game_date,season,match_up,away_team,home_team,away_min_p,away_max_p,away_weighted_avg_price,away_last_traded_price,home_min_p,home_max_p,home_weighted_avg_price,home_last_traded_price,home_line
2018-11-08,2018-19,Houston Rockets @ Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,1.45,120,1.69,1.48,1.01,3.25,1.59,3.05,5
2018-11-08,2018-19,Boston Celtics @ Phoenix Suns,Boston Celtics,Phoenix Suns,1.01,65,1.52,1.2,1.01,5.9,1.47,5.9,9.5
2018-11-08,2018-19,Los Angeles Clippers @ Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,2.5,17.5,3.94,2.94,1.01,1.63,1.38,1.5,-5.5
2018-11-08,2018-19,Milwaukee Bucks @ Golden State Warriors,Milwaukee Bucks,Golden State Warriors,1.01,3.8,1.9,3.3,1.3,220,2.24,1.42,-5.5
2018-11-09,2018-19,Washington Wizards @ Orlando Magic,Washington Wizards,Orlando Magic,1.3,6.2,1.95,1.62,1.04,3.85,1.65,2.62,3
2018-11-09,2018-19,Charlotte Hornets @ Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,1.1,1000,3.47,3.2,1.03,7.2,1.27,1.45,-6
2018-11-09,2018-19,Detroit Pistons @ Atlanta Hawks,Detroit Pistons,Atlanta Hawks,1.01,1.55,1.28,1.48,2.76,9,2.98,3.05,5.5
2018-11-09,2018-19,Brooklyn Nets @ Denver Nuggets,Brooklyn Nets,Denver Nuggets,1.01,5.8,3.01,5,1.2,2.52,1.51,1.25,-9
2018-11-09,2018-19,Boston Celtics @ Utah Jazz,Boston Celtics,Utah Jazz,2.22,100,4.46,2.98,1.02,1.84,1.28,1.5,-5.5
2018-11-09,2018-19,Indiana Pacers @ Miami Heat,Indiana Pacers,Miami Heat,1.01,5.7,1.95,1.78,1.18,6.4,2.02,2.26,2
2018-11-09,2018-19,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,1.3,1000,2.85,1.75,1.02,2.8,1.88,2.32,2.5
2018-11-10,2018-19,New York Knicks @ Toronto Raptors,New York Knicks,Toronto Raptors,10,1000,17.67,12.5,1.01,1.15,1.05,1.09,-13.5
2018-11-09,2018-19,Milwaukee Bucks @ Los Angeles Clippers,Milwaukee Bucks,Los Angeles Clippers,1.29,17.5,2.07,1.58,1.06,3.6,1.53,2.76,3
2018-11-10,2018-19,Phoenix Suns @ New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,4.6,34,5.63,5.2,1.01,1.29,1.12,1.24,-9
2018-11-10,2018-19,Cleveland Cavaliers @ Chicago Bulls,Cleveland Cavaliers,Chicago Bulls,1.98,3,2.68,2.8,1.1,2.38,1.38,1.56,-5.5
2018-11-10,2018-19,Philadelphia 76ers @ Memphis Grizzlies,Philadelphia 76ers,Memphis Grizzlies,1.17,15,2.14,2.72,1.04,4.2,1.6,1.58,-4
2018-11-10,2018-19,Washington Wizards @ Miami Heat,Washington Wizards,Miami Heat,1.01,5.6,1.68,2.66,1.24,50,1.62,1.62,-6.5
2018-11-10,2018-19,Brooklyn Nets @ Golden State Warriors,Brooklyn Nets,Golden State Warriors,3.6,100,7.97,4.5,1.01,1.36,1.17,1.3,-7.5
2018-11-10,2018-19,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,1.6,25,1.99,1.66,1.01,2.68,1.91,2.52,2
2018-11-10,2018-19,Oklahoma City Thunder @ Dallas Mavericks,Oklahoma City Thunder,Dallas Mavericks,1.86,300,2.95,2.1,1.02,2.1,1.15,1.89,2.5
2018-11-10,2018-19,Los Angeles Lakers @ Sacramento Kings,Los Angeles Lakers,Sacramento Kings,1.01,1.52,1.24,1.5,2.2,220,4.61,3,10.5
2018-11-11,2018-19,Charlotte Hornets @ Detroit Pistons,Charlotte Hornets,Detroit Pistons,1.01,3,1.4,2.24,1.75,110,2.16,1.8,-2.5
2018-11-11,2018-19,Indiana Pacers @ Houston Rockets,Indiana Pacers,Houston Rockets,2.14,26,2.79,2.28,1.01,1.82,1.65,1.75,-2
2018-11-11,2018-19,Orlando Magic @ New York Knicks,Orlando Magic,New York Knicks,1.01,2.58,1.33,2.38,1.63,21,2.19,1.72,-3.5
2018-11-11,2018-19,Milwaukee Bucks @ Denver Nuggets,Milwaukee Bucks,Denver Nuggets,1.01,3.7,1.94,2.48,1.3,5.2,1.89,1.66,-3.5
2018-11-11,2018-19,Boston Celtics @ Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,2.14,18,2.77,2.2,1.04,1.87,1.54,1.84,-2
2018-11-11,2018-19,Atlanta Hawks @ Los Angeles Lakers,Atlanta Hawks,Los Angeles Lakers,1.6,17.5,5.38,8,1.02,2.66,1.16,1.15,-11.5
2018-11-12,2018-19,Orlando Magic @ Washington Wizards,Orlando Magic,Washington Wizards,1.5,13.5,3.78,3.8,1.04,2.74,1.3,1.35,-8.5
2018-11-12,2018-19,Philadelphia 76ers @ Miami Heat,Philadelphia 76ers,Miami Heat,1.02,3,1.95,2.26,1.5,10,1.89,1.79,-2.5
2018-11-12,2018-19,New Orleans Pelicans @ Toronto Raptors,New Orleans Pelicans,Toronto Raptors,1.01,6.2,2.18,5.7,1.19,190,1.37,1.23,-10
2018-11-12,2018-19,Dallas Mavericks @ Chicago Bulls,Dallas Mavericks,Chicago Bulls,1.05,2.12,1.71,1.8,1.9,11,2.83,2.24,-1
2018-11-12,2018-19,Utah Jazz @ Memphis Grizzlies,Utah Jazz,Memphis Grizzlies,1.01,2,1.55,1.6,1.69,15,2.91,2.62,4
2018-11-12,2018-19,Brooklyn Nets @ Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,1.76,13.5,2.93,2.6,1.01,1.85,1.61,1.61,-2.5
2018-11-12,2018-19,Phoenix Suns @ Oklahoma City Thunder,Phoenix Suns,Oklahoma City Thunder,4.3,21,5.87,4.5,1.01,1.32,1.09,1.29,-8.5
2018-11-12,2018-19,San Antonio Spurs @ Sacramento Kings,San Antonio Spurs,Sacramento Kings,1.6,1000,2.25,1.78,1.01,2.48,2.13,2.26,2.5
2018-11-12,2018-19,Golden State Warriors @ Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,1.3,100,1.79,1.62,1.01,3.7,1.54,2.68,3.5
2018-11-13,2018-19,Charlotte Hornets @ Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,1.24,1000,1.64,1.25,1.01,5.1,2,5,9
2018-11-13,2018-19,Houston Rockets @ Denver Nuggets,Houston Rockets,Denver Nuggets,1.01,3.2,2.29,2.6,1.4,50,1.77,1.61,-4.5
2018-11-13,2018-19,Atlanta Hawks @ Golden State Warriors,Atlanta Hawks,Golden State Warriors,4,15,7.81,7.8,1.01,1.33,1.14,1.14,-11.5
2018-11-14,2018-19,Philadelphia 76ers @ Orlando Magic,Philadelphia 76ers,Orlando Magic,1.03,55,1.6,1.5,1.03,6,2.25,3.1,7
2018-11-14,2018-19,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,6.4,8.6,8.07,8.6,1.01,1.18,1.04,1.13,-11.5
2018-11-14,2018-19,Chicago Bulls @ Boston Celtics,Chicago Bulls,Boston Celtics,5,26,8.44,10.5,1.01,1.2,1.11,1.1,-13
2018-11-14,2018-19,Miami Heat @ Brooklyn Nets,Miami Heat,Brooklyn Nets,1.02,1.92,1.6,1.8,2.06,90,2.76,2.24,2
2018-11-14,2018-19,Detroit Pistons @ Toronto Raptors,Detroit Pistons,Toronto Raptors,1.4,9.6,3.53,5.7,1.02,2,1.17,1.22,-10
2018-11-14,2018-19,Memphis Grizzlies @ Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,1.02,6,1.73,5.8,1.08,13.5,1.74,1.21,-9.5
2018-11-14,2018-19,New Orleans Pelicans @ Minnesota Timberwolves,New Orleans Pelicans,Minnesota Timberwolves,1.7,10,2.28,1.86,1.01,2.18,1.6,2.14,1
2018-11-14,2018-19,New York Knicks @ Oklahoma City Thunder,New York Knicks,Oklahoma City Thunder,4,5.1,4.79,4.5,1.05,1.34,1.25,1.28,-8.5
2018-11-14,2018-19,Utah Jazz @ Dallas Mavericks,Utah Jazz,Dallas Mavericks,1.36,120,3.91,1.51,1.01,2.98,1.18,2.92,4
2018-11-14,2018-19,San Antonio Spurs @ Phoenix Suns,San Antonio Spurs,Phoenix Suns,1.44,100,1.99,1.45,1.03,3.25,1.37,3.15,5
2018-11-14,2018-19,Portland Trail Blazers @ Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,1.48,100,2.54,2.2,1.01,3.1,1.47,1.8,-2.5
2018-11-15,2018-19,Golden State Warriors @ Houston Rockets,Golden State Warriors,Houston Rockets,2.06,22,2.83,2.56,1.02,1.93,1.52,1.62,-4
2018-11-15,2018-19,Atlanta Hawks @ Denver Nuggets,Atlanta Hawks,Denver Nuggets,7.8,34,9.97,10,1.01,1.15,1.08,1.12,-13.5
2018-11-15,2018-19,San Antonio Spurs @ Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,2.4,1000,3.7,3.5,1.01,2,1.34,1.4,-6.5
2018-11-16,2018-19,Toronto Raptors @ Boston Celtics,Toronto Raptors,Boston Celtics,1.12,6.2,2.13,2.14,1.01,8,1.87,1.86,-2
2018-11-16,2018-19,Miami Heat @ Indiana Pacers,Miami Heat,Indiana Pacers,2,3.15,2.98,3.05,1.01,2,1.47,1.5,-5
2018-11-16,2018-19,Utah Jazz @ Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,1.33,14.5,2.52,2.3,1.02,4.1,1.61,1.77,-4.5
2018-11-16,2018-19,Sacramento Kings @ Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,2.48,25,3.57,3.3,1.03,1.46,1.35,1.44,-6.5
2018-11-16,2018-19,Brooklyn Nets @ Washington Wizards,Brooklyn Nets,Washington Wizards,1.02,3.8,2.21,3.4,1.3,26,2.02,1.42,-6.5
2018-11-16,2018-19,Portland Trail Blazers @ Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,1.9,1000,2.98,2.08,1.01,2.08,1.49,1.92,-1.5
2018-11-16,2018-19,New York Knicks @ New Orleans Pelicans,New York Knicks,New Orleans Pelicans,1.15,10.5,4.26,7.6,1.01,7.6,1.35,1.16,-10.5
2018-11-16,2018-19,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,1.44,27,2.83,13.5,1.01,3.7,1.27,1.08,-14.5
2018-11-16,2018-19,Los Angeles Clippers @ Brooklyn Nets,Los Angeles Clippers,Brooklyn Nets,1.01,4.5,1.53,1.56,1.3,13.5,2.08,2.76,4.5
2018-11-17,2018-19,Los Angeles Lakers @ Orlando Magic,Los Angeles Lakers,Orlando Magic,1.43,55,1.75,1.64,1.01,3.2,1.45,2.56,3.5
2018-11-17,2018-19,Atlanta Hawks @ Indiana Pacers,Atlanta Hawks,Indiana Pacers,2.08,10.5,6.39,7.4,1.03,3,1.3,1.16,-11
2018-11-17,2018-19,Denver Nuggets @ New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,1.7,1000,2.31,1.98,1.02,2.3,1.62,2,-2.5
2018-11-17,2018-19,Philadelphia 76ers @ Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,1.03,4,1.66,2.3,1.33,1000,2.07,1.75,-2.5
2018-11-17,2018-19,Utah Jazz @ Boston Celtics,Utah Jazz,Boston Celtics,1.02,2.88,1.66,2.58,1.45,720,1.93,1.62,-4.5
2018-11-17,2018-19,Sacramento Kings @ Houston Rockets,Sacramento Kings,Houston Rockets,8.2,10,9.21,9,1.01,1.2,1.11,1.13,-13.5
2018-11-17,2018-19,Toronto Raptors @ Chicago Bulls,Toronto Raptors,Chicago Bulls,1.01,1.34,1.23,1.23,3.65,6,5.01,5.5,8
2018-11-17,2018-19,Golden State Warriors @ Dallas Mavericks,Golden State Warriors,Dallas Mavericks,1.28,100,1.75,1.87,1.01,4.5,2.2,2.14,2.5
2018-11-17,2018-19,Oklahoma City Thunder @ Phoenix Suns,Oklahoma City Thunder,Phoenix Suns,1.01,1.82,1.27,1.54,2.7,1000,6.73,2.84,3.5
2018-11-18,2018-19,Memphis Grizzlies @ Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,1.01,3.15,1.49,3,1.46,9.2,1.53,1.48,-5.5
2018-11-18,2018-19,Los Angeles Lakers @ Miami Heat,Los Angeles Lakers,Miami Heat,1.01,2.26,1.38,1.89,1.91,34,3.53,2.12,1.5
2018-11-18,2018-19,New York Knicks @ Orlando Magic,New York Knicks,Orlando Magic,2.64,7.2,3.12,2.86,1.07,1.6,1.46,1.53,-3
2018-11-18,2018-19,Portland Trail Blazers @ Washington Wizards,Portland Trail Blazers,Washington Wizards,1.01,1.99,1.11,1.98,1.9,100,2.45,2.02,1.5
2018-11-18,2018-19,Golden State Warriors @ San Antonio Spurs,Golden State Warriors,San Antonio Spurs,2.1,17.5,2.69,2.4,1.01,2,1.35,1.72,-8.5
2018-11-19,2018-19,Boston Celtics @ Charlotte Hornets,Boston Celtics,Charlotte Hornets,1.11,21,1.75,1.71,1.01,14,1.89,2.42,2.5
2018-11-19,2018-19,Cleveland Cavaliers @ Detroit Pistons,Cleveland Cavaliers,Detroit Pistons,5.3,7,5.79,5.3,1.01,1.25,1.09,1.22,-8
2018-11-19,2018-19,Utah Jazz @ Indiana Pacers,Utah Jazz,Indiana Pacers,1.57,50,1.78,1.66,1.01,2.7,2.19,2.52,3.5
2018-11-19,2018-19,Phoenix Suns @ Philadelphia 76ers,Phoenix Suns,Philadelphia 76ers,2.4,100,5.83,8.2,1.01,1.71,1.18,1.13,-11
2018-11-19,2018-19,Los Angeles Clippers @ Atlanta Hawks,Los Angeles Clippers,Atlanta Hawks,1.01,4.7,1.47,1.41,1.27,4.2,2.89,3.4,6.5
2018-11-19,2018-19,Dallas Mavericks @ Memphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,1.9,9.6,2.53,2.44,1.01,3.25,1.58,1.71,-2.5
2018-11-19,2018-19,Denver Nuggets @ Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,1.24,20,3.39,3.2,1.04,3.8,1.53,1.45,-4
2018-11-19,2018-19,San Antonio Spurs @ New Orleans Pelicans,San Antonio Spurs,New Orleans Pelicans,2.1,100,3.36,3.65,1.01,2,1.34,1.38,-7.5
2018-11-19,2018-19,Oklahoma City Thunder @ Sacramento Kings,Oklahoma City Thunder,Sacramento Kings,1.48,50,1.95,1.54,1.01,2.9,1.78,2.8,4.5
2018-11-20,2018-19,Toronto Raptors @ Orlando Magic,Toronto Raptors,Orlando Magic,1.01,1.8,1.34,1.37,2.28,15,3.58,3.8,6.5
2018-11-20,2018-19,Los Angeles Clippers @ Washington Wizards,Los Angeles Clippers,Washington Wizards,1.06,6,1.5,1.93,1.01,12,1.97,2.06,1
2018-11-20,2018-19,Brooklyn Nets @ Miami Heat,Brooklyn Nets,Miami Heat,1.01,3,2.17,2.32,1.35,100,1.84,1.77,-3
2018-11-20,2018-19,Portland Trail Blazers @ New York Knicks,Portland Trail Blazers,New York Knicks,1.02,2.4,1.33,1.35,1.66,15.5,3.59,3.85,7
2018-11-21,2018-19,Indiana Pacers @ Charlotte Hornets,Indiana Pacers,Charlotte Hornets,2.44,1000,3.08,2.5,1.01,1.72,1.43,1.66,-3
2018-11-21,2018-19,New Orleans Pelicans @ Philadelphia 76ers,New Orleans Pelicans,Philadelphia 76ers,2.44,15,3.28,2.62,1.02,1.69,1.44,1.61,-5.5
2018-11-21,2018-19,Toronto Raptors @ Atlanta Hawks,Toronto Raptors,Atlanta Hawks,1.01,1.42,1.11,1.31,3.1,5,4.04,4.2,7.5
2018-11-21,2018-19,New York Knicks @ Boston Celtics,New York Knicks,Boston Celtics,1.02,15.5,1.79,12,1.08,50,1.38,1.09,-14
2018-11-21,2018-19,Phoenix Suns @ Chicago Bulls,Phoenix Suns,Chicago Bulls,1.49,5,1.91,1.88,1.19,5,1.97,2.1,1
2018-11-21,2018-19,Los Angeles Lakers @ Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,1.01,4.1,1.3,1.23,1.3,50,2.86,5.3,9
2018-11-21,2018-19,Detroit Pistons @ Houston Rockets,Detroit Pistons,Houston Rockets,3,28,5.16,4.5,1.01,1.45,1.15,1.28,-9
2018-11-21,2018-19,Portland Trail Blazers @ Milwaukee Bucks,Portland Trail Blazers,Milwaukee Bucks,3.1,100,4.1,3.7,1.01,1.47,1.29,1.36,-6.5
2018-11-21,2018-19,Denver Nuggets @ Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,1.09,2.34,1.96,2,1.53,5,1.97,2,-1
2018-11-21,2018-19,Brooklyn Nets @ Dallas Mavericks,Brooklyn Nets,Dallas Mavericks,2.82,6,3.31,2.9,1.02,1.7,1.37,1.53,-5.5
2018-11-21,2018-19,Memphis Grizzlies @ San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,1.5,3.8,2.34,2.38,1.32,3.05,1.65,1.72,-2.5
2018-11-21,2018-19,Sacramento Kings @ Utah Jazz,Sacramento Kings,Utah Jazz,1.01,5.4,2.01,5.1,1.23,1000,2,1.24,-9.5
2018-11-21,2018-19,Oklahoma City Thunder @ Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,1.01,2.1,1.5,1.89,1.9,1000,3.07,2.1,-1
2018-11-23,2018-19,Minnesota Timberwolves @ Brooklyn Nets,Minnesota Timberwolves,Brooklyn Nets,1.02,2.42,1.21,1.83,1.72,21,2.32,2.2,1.5
2018-11-22,2018-19,Memphis Grizzlies @ Los Angeles Clippers,Memphis Grizzlies,Los Angeles Clippers,1.03,26,1.8,2.68,1.02,15,1.72,1.56,-4.5
2018-11-23,2018-19,Houston Rockets @ Detroit Pistons,Houston Rockets,Detroit Pistons,1.26,50,1.68,1.62,1.01,4.8,2,2.6,3.5
2018-11-23,2018-19,Boston Celtics @ Atlanta Hawks,Boston Celtics,Atlanta Hawks,1.01,1.35,1.08,1.32,3.5,160,4.4,4,7.5
2018-11-23,2018-19,New Orleans Pelicans @ New York Knicks,New Orleans Pelicans,New York Knicks,1.05,50,1.45,1.33,1.02,9,2.98,3.95,8
2018-11-23,2018-19,Cleveland Cavaliers @ Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,1.01,11.5,3.12,10,1.09,9,1.31,1.11,-6.5
2018-11-23,2018-19,Washington Wizards @ Toronto Raptors,Washington Wizards,Toronto Raptors,5,9,5.84,6.2,1.01,1.32,1.18,1.21,-9.5
2018-11-23,2018-19,Miami Heat @ Chicago Bulls,Miami Heat,Chicago Bulls,1.02,1.77,1.56,1.64,2.3,4.5,2.78,2.52,3.5
2018-11-23,2018-19,San Antonio Spurs @ Indiana Pacers,San Antonio Spurs,Indiana Pacers,1.01,2.5,1.7,2.08,1.63,12,1.97,1.95,-3
2018-11-23,2018-19,Charlotte Hornets @ Oklahoma City Thunder,Charlotte Hornets,Oklahoma City Thunder,2.52,9,4.12,3.5,1.02,1.75,1.31,1.4,-5
2018-11-23,2018-19,Phoenix Suns @ Milwaukee Bucks,Phoenix Suns,Milwaukee Bucks,1.02,17.5,5.93,10.5,1.05,9,1.22,1.1,-12.5
2018-11-23,2018-19,Orlando Magic @ Denver Nuggets,Orlando Magic,Denver Nuggets,3.6,13.5,4.37,4.3,1.01,1.37,1.23,1.3,-9
2018-11-23,2018-19,Portland Trail Blazers @ Golden State Warriors,Portland Trail Blazers,Golden State Warriors,1.8,55,2.34,2.12,1.01,2.4,1.34,1.9,-2
2018-11-23,2018-19,Utah Jazz @ Los Angeles Lakers,Utah Jazz,Los Angeles Lakers,2.2,100,2.94,2.32,1.01,1.85,1.43,1.75,-2.5
2018-11-24,2018-19,Houston Rockets @ Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,1.18,9.2,1.65,1.35,1.03,6.6,2.25,3.95,6.5
2018-11-24,2018-19,Chicago Bulls @ Minnesota Timberwolves,Chicago Bulls,Minnesota Timberwolves,4.7,100,6.71,6.4,1.01,1.33,1.18,1.18,-10.5
2018-11-24,2018-19,Denver Nuggets @ Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,1.03,3.35,1.77,3.2,1.42,30,2.26,1.47,-6.5
2018-11-24,2018-19,Boston Celtics @ Dallas Mavericks,Boston Celtics,Dallas Mavericks,1.7,1000,4.24,1.71,1.01,2.44,1.96,2.4,1.5
2018-11-24,2018-19,Sacramento Kings @ Golden State Warriors,Sacramento Kings,Golden State Warriors,1.76,9,3.28,3.5,1.03,2.76,1.58,1.4,-6.5
2018-11-24,2018-19,San Antonio Spurs @ Milwaukee Bucks,San Antonio Spurs,Milwaukee Bucks,1.35,9,4.38,5.5,1.02,4.8,1.39,1.22,-10
2018-11-24,2018-19,New Orleans Pelicans @ Washington Wizards,New Orleans Pelicans,Washington Wizards,1.76,16,2.39,2.5,1.03,2.4,1.53,1.64,-3.5
2018-11-25,2018-19,Orlando Magic @ Los Angeles Lakers,Orlando Magic,Los Angeles Lakers,1.01,9,1.96,4.4,1.13,40,1.72,1.28,-7.5
2018-11-25,2018-19,Phoenix Suns @ Detroit Pistons,Phoenix Suns,Detroit Pistons,2.7,15,4.03,4.2,1.01,1.6,1.18,1.3,-8
2018-11-25,2018-19,Charlotte Hornets @ Atlanta Hawks,Charlotte Hornets,Atlanta Hawks,1.16,9,1.6,1.38,1.01,6,2.25,3.75,6.5
2018-11-25,2018-19,Philadelphia 76ers @ Brooklyn Nets,Philadelphia 76ers,Brooklyn Nets,1.01,10,2.2,1.56,1.1,9.2,1.99,2.74,3
2018-11-25,2018-19,New York Knicks @ Memphis Grizzlies,New York Knicks,Memphis Grizzlies,1.01,10,2.55,4.1,1.06,9,1.57,1.3,-7
2018-11-25,2018-19,Miami Heat @ Toronto Raptors,Miami Heat,Toronto Raptors,7,55,8.33,8,1.01,1.2,1.11,1.14,-12
2018-11-25,2018-19,Utah Jazz @ Sacramento Kings,Utah Jazz,Sacramento Kings,1.01,1.91,1.35,1.66,2.16,50,3.07,2.5,3.5
2018-11-25,2018-19,Los Angeles Clippers @ Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,1.01,8,2.16,2.7,1.15,34,1.75,1.58,-4.5
2018-11-26,2018-19,Minnesota Timberwolves @ Cleveland Cavaliers,Minnesota Timberwolves,Cleveland Cavaliers,1.01,1.62,1.4,1.44,2.9,11,3.61,3.25,6
2018-11-26,2018-19,Houston Rockets @ Washington Wizards,Houston Rockets,Washington Wizards,1.28,13.5,2.08,2.14,1.02,4.5,1.88,1.88,2
2018-11-26,2018-19,San Antonio Spurs @ Chicago Bulls,San Antonio Spurs,Chicago Bulls,1.02,3,1.45,1.42,1.76,9,3.62,3.45,5.5
2018-11-26,2018-19,Orlando Magic @ Golden State Warriors,Orlando Magic,Golden State Warriors,1.17,1000,2.31,3.75,1.02,7.2,1.63,1.36,-7
2018-11-26,2018-19,Boston Celtics @ New Orleans Pelicans,Boston Celtics,New Orleans Pelicans,1.02,2.28,1.38,2.22,1.78,40,2.23,1.85,-2
2018-11-26,2018-19,Indiana Pacers @ Utah Jazz,Indiana Pacers,Utah Jazz,1.02,3,1.73,2.78,1.48,1000,2.4,1.56,-4.5
2018-11-26,2018-19,Milwaukee Bucks @ Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets,1.22,34,2.09,1.54,1.02,4.7,1.54,2.88,4.5
2018-11-27,2018-19,Los Angeles Lakers @ Denver Nuggets,Los Angeles Lakers,Denver Nuggets,2.38,100,3.24,2.38,1.01,1.75,1.13,1.7,-11.5
2018-11-27,2018-19,New York Knicks @ Detroit Pistons,New York Knicks,Detroit Pistons,2.8,120,4.42,4,1.01,1.68,1.26,1.35,-9
2018-11-27,2018-19,Toronto Raptors @ Memphis Grizzlies,Toronto Raptors,Memphis Grizzlies,1.01,5.5,1.58,1.48,1.24,9.4,3.15,3.05,5.5
2018-11-27,2018-19,Indiana Pacers @ Phoenix Suns,Indiana Pacers,Phoenix Suns,1.01,2.8,1.45,1.74,1.6,9,2.51,2.36,2.5
2018-11-27,2018-19,Atlanta Hawks @ Miami Heat,Atlanta Hawks,Miami Heat,1.01,5,2.26,4.2,1.25,10,1.68,1.32,-7.5
2018-11-28,2018-19,New York Knicks @ Philadelphia 76ers,New York Knicks,Philadelphia 76ers,8,90,11.87,8.6,1.01,1.15,1.1,1.13,-12.5
2018-11-28,2018-19,Atlanta Hawks @ Charlotte Hornets,Atlanta Hawks,Charlotte Hornets,3.5,22,6.86,7.6,1.02,1.4,1.17,1.14,-13
2018-11-28,2018-19,Utah Jazz @ Brooklyn Nets,Utah Jazz,Brooklyn Nets,1.01,3.55,1.63,1.66,1.34,5,2.51,2.48,3.5
2018-11-28,2018-19,San Antonio Spurs @ Minnesota Timberwolves,San Antonio Spurs,Minnesota Timberwolves,2.54,21,3.17,2.8,1.01,1.61,1.49,1.55,-6.5
2018-11-28,2018-19,Dallas Mavericks @ Houston Rockets,Dallas Mavericks,Houston Rockets,1.01,4.5,1.44,3.15,1.28,900,2.06,1.44,-5
2018-11-28,2018-19,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,1.73,21,9.14,11.5,1.03,2.48,1.13,1.09,-14.5
2018-11-28,2018-19,Cleveland Cavaliers @ Oklahoma City Thunder,Cleveland Cavaliers,Oklahoma City Thunder,3.05,13,7.29,10,1.02,1.5,1.12,1.12,-12.5
2018-11-28,2018-19,Washington Wizards @ New Orleans Pelicans,Washington Wizards,New Orleans Pelicans,3.15,18,3.52,3.3,1.03,1.47,1.36,1.44,-6.5
2018-11-28,2018-19,Orlando Magic @ Portland Trail Blazers,Orlando Magic,Portland Trail Blazers,1.85,100,4.19,5.6,1.01,2.26,1.26,1.22,-11.5
2018-11-28,2018-19,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,4.7,550,10.19,6.6,1.01,1.3,1.11,1.16,-13.5
2018-11-29,2018-19,Golden State Warriors @ Toronto Raptors,Golden State Warriors,Toronto Raptors,2.5,22,5.62,4.9,1.01,1.65,1.18,1.26,-9.5
2018-11-29,2018-19,Los Angeles Clippers @ Sacramento Kings,Los Angeles Clippers,Sacramento Kings,1.07,1.9,1.52,1.84,2.1,26,2.89,2.16,3
2018-11-29,2018-19,Indiana Pacers @ Los Angeles Lakers,Indiana Pacers,Los Angeles Lakers,2.14,17,3.16,3.1,1.01,1.92,1.24,1.49,-5
2018-11-30,2018-19,Cleveland Cavaliers @ Boston Celtics,Cleveland Cavaliers,Boston Celtics,5.5,110,9.58,8.2,1.03,1.22,1.11,1.14,-12
2018-11-30,2018-19,Utah Jazz @ Charlotte Hornets,Utah Jazz,Charlotte Hornets,1.01,2.32,1.38,2.2,1.75,110,2.34,1.8,-1.5
2018-11-30,2018-19,Chicago Bulls @ Detroit Pistons,Chicago Bulls,Detroit Pistons,4.4,21,5.29,4.5,1.01,1.29,1.19,1.28,-9
2018-11-30,2018-19,Washington Wizards @ Philadelphia 76ers,Washington Wizards,Philadelphia 76ers,3.9,26,5.29,4.4,1.02,1.37,1.21,1.3,-9
2018-11-30,2018-19,Memphis Grizzlies @ Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,1.02,34,1.67,1.8,1.03,8.6,2.14,2.26,2
2018-11-30,2018-19,New Orleans Pelicans @ Miami Heat,New Orleans Pelicans,Miami Heat,1.65,21,5.21,1.71,1.03,2.5,1.32,2.32,3
2018-11-30,2018-19,Atlanta Hawks @ Oklahoma City Thunder,Atlanta Hawks,Oklahoma City Thunder,7.4,10.5,9.7,10,1.02,1.2,1.1,1.12,-13
